Day,TimePeriod,Time,LocationKey,Location,LocationShort,SSID,BSSID,RSSI,Channel,Quality
Thursday,Afternoon,16:04,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:f2:97,-60,1,Good
Thursday,Afternoon,16:04,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,24:a4:3c:d6:47:db,-61,11,Fair
Thursday,Afternoon,16:04,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,68:72:51:1a:9a:1d,-71,11,Poor
Thursday,Afternoon,16:04,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:0e:c3,-71,36(42),Poor
Thursday,Afternoon,16:06,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:51:b3,-39,11,Excellent
Thursday,Afternoon,16:06,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:52:4a,-59,11,Good
Thursday,Afternoon,16:06,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,24:a4:3c:d6:47:db,-61,11,Fair
Thursday,Afternoon,16:06,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,24:a4:3c:48:07:dd,-67,11,Fair
Thursday,Afternoon,16:06,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,68:72:51:1a:96:ac,-66,11,Fair
Thursday,Afternoon,16:08,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,f0:9f:c2:31:e1:7a,-57,11,Good
Thursday,Afternoon,16:08,5,5 - Basement (Dead Zone),5-Basement,Career,ec:75:0c:6a:38:77,-59,9,Good
Thursday,Afternoon,16:08,5,5 - Basement (Dead Zone),5-Basement,Career,ec:75:0c:6a:38:76,-60,36(42),Good
Thursday,Afternoon,16:08,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,b6:fb:e4:a4:9c:b2,-67,11,Fair
Thursday,Afternoon,16:08,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,00:27:22:4c:52:4a,-68,11,Fair
Friday,Morning,13:18,1,1 - Cafeteria (Crowded),1-Cafeteria,cafe@swu,00:03:7f:12:f2:97,-32,1,Excellent
Friday,Morning,13:18,1,1 - Cafeteria (Crowded),1-Cafeteria,cafe@swu,00:03:7f:12:0e:c3,-36,36(42),Excellent
Friday,Morning,13:18,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,00:27:22:4c:52:4a,-53,11,Good
Friday,Morning,13:18,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,00:27:22:4c:51:b3,-67,11,Fair
Friday,Morning,13:18,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,24:a4:3c:48:08:a2,-67,11,Fair
Friday,Morning,13:20,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,b6:fb:e4:a4:9c:b2,-49,11,Excellent
Friday,Morning,13:20,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,24:a4:3c:48:08:a2,-50,11,Excellent
Friday,Morning,13:20,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,00:27:22:4c:52:4a,-53,11,Good
Friday,Morning,13:20,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,00:27:22:4c:51:b3,-67,11,Fair
Friday,Morning,13:20,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,f0:9f:c2:31:e1:7a,-70,11,Fair
Friday,Morning,13:20,2,2 - Behind Concrete Wall,2-Behind Wall,Career,ec:75:0c:6a:38:77,-71,9,Poor
Friday,Morning,13:22,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:f2:97,-55,1,Good
Friday,Morning,13:22,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:0e:c3,-56,36(42),Good
Friday,Morning,13:22,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,00:27:22:4c:51:b3,-61,11,Fair
Friday,Morning,13:22,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,00:27:22:4c:52:4a,-64,11,Fair
Friday,Morning,13:23,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:52:4a,-48,11,Excellent
Friday,Morning,13:23,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:51:b3,-62,11,Fair
Friday,Morning,13:23,4,4 - Garden (Open Area),4-Garden,cafe@swu,00:03:7f:12:f2:97,-69,1,Fair
Friday,Morning,13:23,4,4 - Garden (Open Area),4-Garden,cafe@swu,00:03:7f:12:0e:c3,-72,36(42),Poor
Friday,Morning,13:23,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:51:c1,-76,11,Poor
Friday,Morning,13:26,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,f0:9f:c2:31:e1:7a,-48,11,Excellent
Friday,Morning,13:26,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,b6:fb:e4:a4:9c:b2,-63,11,Fair
Friday,Morning,13:26,5,5 - Basement (Dead Zone),5-Basement,Career,ec:75:0c:6a:38:77,-65,9,Fair
Friday,Morning,13:26,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,24:a4:3c:48:08:a2,-65,11,Fair
Friday,Morning,13:26,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,00:27:22:4c:52:4a,-65,11,Fair
Friday,Noon,15:23,1,1 - Cafeteria (Crowded),1-Cafeteria,cafe@swu,00:03:7f:12:f2:97,-42,1,Excellent
Friday,Noon,15:23,1,1 - Cafeteria (Crowded),1-Cafeteria,cafe@swu,00:03:7f:12:0e:c3,-44,36(42),Excellent
Friday,Noon,15:23,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,00:27:22:4c:52:4a,-56,11,Good
Friday,Noon,15:23,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,00:27:22:4c:51:b3,-63,11,Fair
Friday,Noon,15:23,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,24:a4:3c:48:08:a2,-68,11,Fair
Friday,Noon,15:23,1,1 - Cafeteria (Crowded),1-Cafeteria,Cultural_Tourism_Lab,a8:63:7d:d5:9b:94,-75,6,Poor
Friday,Noon,15:24,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,24:a4:3c:48:08:a2,-50,11,Excellent
Friday,Noon,15:24,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,b6:fb:e4:a4:9c:b2,-62,11,Fair
Friday,Noon,15:24,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,f0:9f:c2:31:e1:7a,-74,11,Poor
Friday,Noon,15:25,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:f2:97,-64,1,Fair
Friday,Noon,15:25,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,00:27:22:4c:52:4a,-65,11,Fair
Friday,Noon,15:25,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,00:27:22:4c:51:b3,-67,11,Fair
Friday,Noon,15:25,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:0e:c3,-68,36(42),Fair
Friday,Noon,15:26,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:51:b3,-49,11,Excellent
Friday,Noon,15:26,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:52:4a,-60,11,Good
Friday,Noon,15:26,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,24:a4:3c:48:07:dd,-64,11,Fair
Friday,Noon,15:26,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,68:72:51:1a:96:ac,-64,11,Fair
Friday,Noon,15:26,4,4 - Garden (Open Area),4-Garden,cafe@swu,00:03:7f:12:f2:97,-65,1,Fair
Friday,Noon,15:28,5,5 - Basement (Dead Zone),5-Basement,cafe@swu,00:03:7f:12:0e:c3,-62,36(42),Fair
Friday,Noon,15:28,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,00:27:22:4c:52:4a,-64,11,Fair
Friday,Noon,15:28,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,68:72:51:1a:9a:1d,-70,11,Fair
Friday,Noon,15:28,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,24:a4:3c:d6:47:db,-76,11,Poor
Friday,Afternoon,16:23,1,1 - Cafeteria (Crowded),1-Cafeteria,cafe@swu,00:03:7f:12:f2:97,-36,1,Excellent
Friday,Afternoon,16:23,1,1 - Cafeteria (Crowded),1-Cafeteria,cafe@swu,00:03:7f:12:0e:c3,-39,36(42),Excellent
Friday,Afternoon,16:23,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,00:27:22:4c:52:4a,-52,11,Good
Friday,Afternoon,16:23,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,00:27:22:4c:51:b3,-63,11,Fair
Friday,Afternoon,16:23,1,1 - Cafeteria (Crowded),1-Cafeteria,WiFi(at)SWU,24:a4:3c:48:08:a2,-68,11,Fair
Friday,Afternoon,16:24,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,24:a4:3c:48:08:a2,-53,11,Good
Friday,Afternoon,16:24,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,b6:fb:e4:a4:9c:b2,-60,11,Good
Friday,Afternoon,16:24,2,2 - Behind Concrete Wall,2-Behind Wall,WiFi(at)SWU,00:27:22:4c:51:b3,-70,11,Fair
Friday,Afternoon,16:24,2,2 - Behind Concrete Wall,2-Behind Wall,Career,ec:75:0c:6a:38:77,-73,9,Poor
Friday,Afternoon,16:25,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,00:27:22:4c:52:4a,-59,11,Good
Friday,Afternoon,16:25,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,00:27:22:4c:51:b3,-63,11,Fair
Friday,Afternoon,16:25,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:f2:97,-63,1,Fair
Friday,Afternoon,16:25,3,3 - Main Hall (Transit),3-Main Hall,cafe@swu,00:03:7f:12:0e:c3,-71,36(42),Poor
Friday,Afternoon,16:25,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,24:a4:3c:d6:47:db,-72,11,Poor
Friday,Afternoon,16:25,3,3 - Main Hall (Transit),3-Main Hall,WiFi(at)SWU,24:a4:3c:48:08:a2,-73,11,Poor
Friday,Afternoon,16:27,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:51:b3,-36,11,Excellent
Friday,Afternoon,16:27,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,00:27:22:4c:52:4a,-57,11,Good
Friday,Afternoon,16:27,4,4 - Garden (Open Area),4-Garden,WiFi(at)SWU,24:a4:3c:d6:47:db,-62,11,Fair
Friday,Afternoon,16:28,5,5 - Basement (Dead Zone),5-Basement,cafe@swu,00:03:7f:12:0e:c3,-37,36(42),Excellent
Friday,Afternoon,16:28,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,00:27:22:4c:52:4a,-55,11,Good
Friday,Afternoon,16:28,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,00:27:22:4c:51:b3,-58,11,Good
Friday,Afternoon,16:28,5,5 - Basement (Dead Zone),5-Basement,WiFi(at)SWU,24:a4:3c:d6:47:db,-75,11,Poor
Friday,Afternoon,16:28,5,5 - Basement (Dead Zone),5-Basement,cafe@swu,00:03:7f:12:f2:97,-76,1,Poor
Friday,Afternoon,16:28,5,5 - Basement (Dead Zone),5-Basement,Cultural_Tourism_Lab,a8:63:7d:d5:9b:94,-78,6,Poor
